,stt_time,stt_word
67,27:03,"저는 잘 쓰고 있어요. 다원 아람 님 알아서 엄마들이 댓글을 다 우리 대답을 대신해 주고 있어요. 
뒤집기 하는데 괜찮냐고 여쭤보고 뒤집기 하면 네 귀집기 하면 아기 괜찮고요. 
인견 콜매트는 침대 사이즈가 없는 거죠. 
인견 콜매트는 사이즈 3가지 특대형 범퍼 침대에 많은 100에 150 유아용 슈퍼싱글 사이즈 110에 2000"
68,27:24,"퀸 사이즈 200에 150 그래서 3가지 준비해놨고요. 
접어서 쓸 수 있나요. 접어서 쓰셔도 됩니다. 
코 박을까 봐 푹신 너무 푹신하면 또 코박을 그 정도는 아니에요. 
그 정도 아니 그 정도는 아니고요 그다음에 이제 인견 패드랑 인견 쿨매트가 뭐가 다르냐 하시면 아마 가장 큰 차이는 통기성의 차이예요. 
뭐가 더 시원하냐 하면 쿨매트가 더 시원해요. 
달리 해서 콜렌트가 아니에요. 패드는 인견 촉톱 자체가 시원하지만 안에 솜이 들어 있으니까 아무래도 좀 풍기성이 떨어져요."
69,27:52,"예 근데 인경 콜레트 같은 경우는 안에 이제 에어 매시가 들어 있는 상품이라서 저희가 이제 실험을 좀 해봤거든요. 
여러분들한테 이제 좀 와 닿으시라고 실험을 해봤는데 이 인견 쿨매트 같은 경우는 저희가 위에 인견 넣고 뒤에 미끄럼 방지 넣고 가운데다가 에어 메시를 넣어놨어요. 
에어 메시를 넣어놨고 에어 매시가 뭐냐 여러분"
70,28:15,"보통 우리가 땀 차는 곳에는 에어매시를 다 사요 맞아요. 
나이키 신발 땀 차는 뒤꿈치에 뭐 있어요. 
에어매쉬 있어요. 그다음 또 뭐 있죠 유모차 라이너 라이너 다 에어매슈로 만듭니다. 
그다음에 왜 학생들 책가방 여기 등에 패드 등에 땅 차요 여기에 땅 차요. 
그러면 여기 다 에어 매시로 만듭니다. 
좀 고가 등산 그런 브랜드에서 다 사면 아웃더블 다 에어매시로 만들"
71,28:41,"그만큼 에어 메시는 저희가 이제 에어메시를 좀 잘라왔어요. 
여러분들이 좀 이해를 돕기 위해서 여기 보시면 수만 개의 실로 이렇게 꼬아가지고 이렇게 두께감을 만들어 놓은 거예요. 
두께감을 만들어놨기 때문에 위 안에 이 안에서 공기가 계속 통하는 거예요. 
손 같은 경우에는 막혀 있기 때문에 좀"
72,29:08,"막혀 있다고 보시면 되는데 에어매시 같은 경우에는 이 안에가 실로 쌓아놔서 이 공기가 통합니다. 
공기가 통하기 때문에 이 밑으로 공기가 계속 통풍이 된다고 보시면 되고 쿨 매트 같은 경우에는 위에 안 그래도 인견도 시원한 소재인데 안에 에어 매시를 넣어놔서 내가 누워 있는 그 내 밑으로 밑으로 계속 공기가 통한다고 보시면 될 것 같아요. 
네 계속 공기가 통한다고 보시면 될 것 같고"
73,29:34,"슈퍼 싱글 퀸 사이즈 있냐고 계속 물어보시는데 인경 코멘트 슈퍼싱글 퀸 사이즈 상품 두 번째 상품이 있다고 해요. 
예"
74,29:43,네
75,29:46,토이승 영상 올려주시나요. 네 인경 쿨매트와 저희가 이제 인견 패드랑 인견 쿨매트가 뭐가 달라요 하시는 분들이 맨날 너무 많아가지고 영상을 좀 찍어놨는데 이제 왼쪽이 인견 쿨루트를 저희가 드라이아이스에서 딱 놨을 때는 공기가 계속 나오죠 딱 막아서 손으로 꽉 막아놔도 계속 공기가 통하고요
76,30:08,"그다음에 오른쪽 보시면 인간 패드는 손이 들어 있기 때문에 아무래도 인간 소재의 시원한 느낌은 똑같지만 막혀 있어서 이 드라이아이스가 안 통하는 걸 보실 수 있을 거예요. 
둘 다 저희 상품이에요. 저희가 다른 회사 제품이랑 비교한 게 아니고 둘 다 저희 상품이지만 분명히 장단점이 다르다 왼쪽이 인경 쿨매트 공기가 계속"
77,30:31,"계속 통풍이 된다. 오른쪽에 인견 패드 아무래도 솜이 들어 있기 때문에 딱 막혀서 잘 안 나온다. 
그렇게 좀 봐주시면 될 것 같아요. 이거는 가성비가 좋은 것 같아요. 
패드는 인견 패드 근데 사실 주문율 보면 패드도 너무 많아요. 
인문을 만약 저도 이걸로 시작했거든요. 
근데 인간 패드만 쓰시는 분들은 이쪽으로 넘어오시기 전에 이것도 너무 좋다. 
그래 이것도 너무 좋다. 그래 통기성 차이는 정확하게 봐주시면 좋을 것 같고"
78,30:58,"이제 우리가 30분이나 됐어 빨리 우리가 커피 쿠폰을 한번 싸드리고 디자인을 본격적으로 보여 왜냐면 우리가 디자인이 많은데 지금 젤리곰만 보여드리면 안 되니까 커피 쿠폰을 한번 쌓아드릴까요. 
선착수 사업품은 이제 다 끝난 것 같아요. 
여러분 선착순 사은품은 다 끝난 것 같으니까"
79,31:22,"근데 이제 지금 오늘 저희가 추후에 핫티를 해도 오늘은 핫티가 2천원 쿠폰이 추가로 붙잖아요. 
그다음에 오늘 구매하시고 후기 이벤트 참여하시면 수면 조끼를 드리잖아요. 
아니 이거 진짜 말 다 했지 콜레트가 5만 원대인데 이거 2만 원 넘게 판매하는 건데 이거를 드리잖아요. 
아기 인견으로 된 수면 조끼"
80,31:45,"찰랑찰랑거리는 그래서 오늘 구매하시면 후기 작성하시고 이벤트 참여하시면 요거를 다 받으실 수 있어요. 
나는 똥손이라 사진 좀 잘 못 찍어 그래서 나는 항상 후기 이런 거 써도 우수기 베스트 리뷰 이런 거 당첨 안돼 상관없어 다 드릴게요 다 드릴게요 왜냐면 시즌 오픈 때나 할 수 있는 행사예요. 
맞아 시즌 오픈 때나 할 수 있는 행사니까 커피 쿠폰 가볼게요 커피 쿠폰 싸주세요. 
hye 님"
81,32:13,"싸드릴게요 오늘은 댓글 중에 두 번째로 가겠습니다. 
댓글 중에 밑에서 두 번째 밑에서 두 번째 밑에서 두 번째 내가 잠깐 준비 좀 하고 여러분 지금부터 네 네 지금 어디 갔지 지금부터 아무말 대잔치로 아무말 대잔치로 그냥 더워 더워 후기 작성만 하면 다 받는 거예요. 
후기 작성하시면 누구나 받으실 수 있어요. 
네. 커피 쿠폰 고민하다 끝 네"
82,32:41,"네 약 줘요. 네 저도 주세요. 네 지금부터 커피 드릴 테니까 아무 말이나 그냥 이 이은 기윽 윽 우리 아기 이름 불러도 돼요. 
벼라 사랑해 이렇게 엄마가 미안해 어제도 화내서 이렇게 아무 말이나 적어주시면 우리 실장님이 캡처 해놨다가 밑에서 두 번째 분한테 핸드폰 기준으로 하겠습니다. 
네. 제가 하나 둘 셋 화면은 캡처해 주세요. 
하나 처음. 구매해요. 아니요. 둘 갈게요 네 나 진짜 가 손 떨리고 있어 셋"
83,33:16,네 바로 가시죠
84,33:17,네
85,33:18,"신나요. 짜요 짜요 님 짜요. 우리 아기하고 느낌표 해 주신 분 우리 아기 하고 느낌표 우리 아기 말 좀 들어 짜이유 님 축하드려요. 
커피 쿠폰 드릴게요 좀 이따가 비비엔다 네이버 톡톡으로 비비엔다 네이버 톡톡으로"
86,33:48,"비비엔다 사랑해요. 엄청 저도 엄청 사랑해요. 
짜언 님 좀 이따가 네이버 톡톡으로 저 커피 쿠폰 됐어요. 
커피 주세요. 하시면 저희가 쿠폰 보내드릴게요 축하드려요. 
좀 이따가 한 45분쯤 한 분 더 갈게요 그리고 지금 저희 구매 인증 이벤트 하고 있는 거 아시죠 매하신 분들 계속 구매 번호랑 주문 번호랑 같이 해서 구매 인증 남겨주시면 50분에 좀 있다가 공개 발표 통해서 한 분께 bb엔당 10만 원 상품권 드릴게요"
87,34:16,"구매 인정 캐피 캡처인 줄 네네 구매 인증 캡처 아니고 네 지금 보이는 게 특징은 네 맞습니다. 
디자인 한 번씩 좀 보여드릴게요 지금 일단 인기 1등은 인기 1등 좀 봐주세요. 
인기 1등 젤리곰 맞아요. 네. 젤리곰이 가장 많다고 하고요. 
지금 요 상품 같은 경우는 이제 젤리곰이고"
88,34:39,"아니요. 세트로 좀 보여드리려고요 저희가 세트 상품 보시면 젤리 곰에 예를 들면 젤리곰이다. 
젤리곰 베개에다가 젤리곰 이불을 보통 보통은 이렇게 팔죠. 
이렇게 젤리곰 매트에 젤리곰 베에 젤리곰 이불 근데 저희 거 세트 들어가서 보시면 저희는 약간 믹스 매치를 해놨어요."
89,35:06,그래서 저희는 약간 디자인을 좀 믹스 매치를 해서 어울리게 했기 때문에 그래서 보시면 쿨매트 세트 들어가서 보시면 그래서 만약에 나는 베개는 필요 없고 오늘 매트랑 이불 살래 하시면 이런 식으로 구성하시면 좋을 것 같은데 젤리곰 콜레트에다가 베이지 체크 베개에다가 베이지 체크 이블 요렇게 저희는 약간
90,35:29,"이거 내 개인적인 취향인데 이게 더 예쁘지 않아요. 
나도 너무 똑같은 거거든 또 이게 왜냐하면 저희가 세트로 구성하실 수 있게 여기 지금 여기에 있는 이 베이지 색이랑 요 바탕 색이랑 맞춰놨어요. 
맞춰놔가지고 색깔이 굉장히 잘 어울리고 이렇게 세트로 저는 제 개인적인 취향을 담아 추천"
91,35:51,네
92,35:54,"네. 네 그게 더 예뻐요 감사해요. sc 님 손 같이 구매 가능해요. 
네 맞아요. 기주 님 감사해요. 그다음 다른 디자인 한번 보여드릴게요 여러분 보고 싶은 디자인 있으면 하나씩 얘기를 해 주시면 제가 순서대로 보여드릴게요 주문율 2등은 당연히 우리가 이제 치타가 안 나오면 안 되니까"
93,36:16,근데 여름에는 이 하얀 바탕이 진짜 시원해 보이긴 해 그쵸 확 시원해 보이지 않아도 이렇게 치타는 이렇게
94,36:26,다 같이
95,36:31,"치타 콜레트 제가 깔아드렸고요 치타 베에 치타 이불 이렇게 깔아드렸어요. 
너무 시원해 보이고 우리가 치타가 진짜 완전 대란템이었잖아요. 
맞아요. 근데 이제 요즘에 젤리곰이 나오면서 얘가 조금 뒤로 밀린 감이 있지만"
96,36:51,"그래도 요런 느낌 쌍코넛 느낌 좋아하시는 분들 약간 요런 느낌 애기 거 너무 이렇게 잔잔한 거보다 좀 이렇게 좀 화사한 거 좋아하시는 분들한테는 여전히 가장 인기가 좋아요. 
애기들이 더 좋아하는 것 같아요. 애들 그리고 우리 딸은 저희 딸이 치타를 진짜 좋아하거든요. 
치타를 계속 새 자기 전에 다 새기 전에 앉아 그래서 한 마리 두 마리 이렇게 새더라고요"
97,37:16,"치타를 굉장히 좋아해요. 네 만약에 치타를 나는 치타를 쿨 마트를 샀는데 뭔가 믹스 매치로 해가지고 나는 이불 같은 거 하나 더 살래 하시면 제 추천은 옐로우 체크랑도 되게 잘 어울리거든요. 
저는 이게 제가 2년 전에 샀을 때는 이렇게 샀어요. 
저는"
98,37:37,"이렇게 그렇쵸 요렇게 해도 너무 예뻐요. 
체크"
99,37:48,"옐로우 체크 베개랑 이렇게 이쁘죠 네 피크닉을 보여달라고 하시네요. 
피크닉이 오늘 있나요. 피크닉은 오늘 디자인에 보여드린 디자인이 없네요. 
그래서 이렇게도 너무 예뻐요. 옐로우 체크도 예쁘네요. 
맞아요. 옐로 체크 그러면 보여드린 게 이제 옐로 체크 옐로 체크 매트를 보여드릴게요"
100,38:18,"옐로 이런 색감을 좋아하시는 분들은 저도 개인적으로 너무 좋아하는데 옐로 체크 패드 너무 이쁘다. 
요건 그냥 인견 패드죠 지금 너무 예뻐"
101,38:31,어
102,38:35,"그래서 옐로 체크 패드에다가 옐로 체크 그다음에 이거 불린 게 진짜 예뻐 이거 그거야 이거로 세트로 지금 판매 중인 거는 요거예요. 
튤립 튤립 맞아 튤립 이거 진짜 그니까 블랭킷 단품으로 블랭킷 사신 분들 이거 주문율이 진짜 많더라고요"
103,39:00,"진짜 옐로우로 튤립이 싸콤하게 깨끗하게 박혀 있어가지고 이렇게 너무 예뻐. 
이게 안 보이실 것 같아요. 속상하다 보여요"
104,39:17,"인견은 사실 이런 느낌이 좀 시원해 보이고 너무 좋거든요. 
하얀 바탕에 이런 튤립 총총 박혀 있는 민경은 그냥 이렇게 찰랑찰랑한 느낌이라고 봐주시면 되고 원단 느낌은 찰랑찰랑한 느낌이라고 봐주시면 될 것 같아요. 
아 가지 다 가지고 싶어 그러면은 우리 유리 실장님처럼 다둥이 마음을 이렇게 한번 생각해 보세요. 
그래서"
105,39:43,"옐로 체크에다가 이렇게 해도 너무 이쁘다. 
치타 사길 잘했어요. 네 침탁 취향이신 분들 이렇게 이렇게도 어울리지 이렇게도 어울리 그러니까 우리가 저희가 디자인을 할 때 하나하나 하나 따로 해가지고 대충 하는 게 이거 하나 따로 이쁘고 이거 하나 따로 이쁘고 이렇게 하는 게 아니고 이렇게도 이쁘고 저렇게도 이쁘게 해놨기 때문에 디자인이 달라도 굉장히 느낌 있게"
106,40:08,"치타 베개를 찾고 계신가요 네 여기 여기 있습니다. 
아니 옐로 체크 패드에 인견 저 치타이블도 왜 이렇게 이쁜 거야 이쁘다 이쁘다 너무 이쁘네 너무 이쁘네 우리끼리 신났네"
107,40:22,네
108,40:22,윤 님 아이싱은 다음 주요
109,40:24,네
110,40:25,"아이싱은 다음 주요를 지금 한 100번 얘기하고 있어요. 
물어보셔 아이싱은 다음 주 화요일 5월 10일 낮 12시입니다. 
네 네 노랑이 예쁘네요. 그죠 맞죠. 
네 이렇게 하시면 될 것 같고 디자인은 오늘 나온 김에 좀 다 아이스 팝이 아까 슈퍼 싱글이 다 품절됐어요. 
다른 사이즈는 있죠. 다른 사이즈는 있다고 하니까요."
111,40:48,"근데 아이스 팝도 인기가 되게 좋거든요. 
아이스 팝도 인기가 되게 좋은데 슈퍼 싱글만 품절이 됐어요. 
네 요게 이제 아이스 팝인데 요거는 되게 약간 줌에서 보여주시면 파스텔 톤의 약간 손사탕 같은 이런 딸기 아이스크림 민트 아이스크림 약간 딸 만들 추천 딸 만들 추천"
112,41:14,"나는 딸 맘인데 내가 치타 사주긴 했는데 딸 맘들 추천 제트 제트 에스 님 아이시 할 때 베게도 해요. 
네 합니다. 네 아이싱 아이싱만 아주 문의가 엄청 많으셔가지고 아이싱 이거 너무너무 귀엽다 너무 귀엽네 디자인이 하나하나 다 예쁜 감사해요. 
퀸으로 주문했는데 침대 이불 위에서 또 미끄럼 방지 되나요. 
네 이게 실리콘 미끄럼 방지라서 바닥에는 진짜 그냥 완전 착 붙어 있고"
113,41:44,"그냥 진짜 풀로 붙여놓은 것처럼 착 붙어 있고 그래도 침대 위에 해도 되긴 되는데 그래도 바닥처럼 착 붙어 있지 않아요. 
그래도 안 돼 있는 것보다 훨씬 나아요. 
진짜 콜레트에만 되어 있는 거 네 미끄럼 방지는 쿨레트만 되어 있고 인견 패드 상품에는 뒷면이 숙면이라서 양면 사용하실 수 있어요. 
. 이렇게"
114,42:07,"거는 요거는 이거는 인견 패드 인견 패드는 뒷면은 인견 안면은 한 면은 인견 1면은 순면 100% 하얀색으로 깔끔하게 이렇게 우리 테두리도 좀 다르잖아요. 
이게 맞아 이게 지금 저희가 쿨레트로 보여드려야 될 다음 디자인 보여드리면서 내가 네 저거 테두리를 이거 칩 다 지으라 으라를"
115,42:35,"치타랑 지브라랑 2개 이제 양재 300으로 인기가 좋았는데 요런 그레이 그레이한 느낌 좋아하시는 분들은 지브라도 추천드려요. 
오늘 디자인을 저희가 골고루 좀 다 보여드리려고 갖고 왔고 사실 아까 아이싱하고 비교를 원하시는 분들이 계셨는데 아이식은 저희가 접촉 냉감 소재로 해가지고 원단 자체가 그냥 피부가 닿았을 때 너무너무 시원해요. 
진짜 너무너무 시원해요."
116,43:05,"그거는 그냥 차가운 느낌이고 인견은 약간 서늘한 느낌이에요. 
그래서 약간 이건 자연적인 시원함 그건 약간 진짜 거의 이거 진짜 너무 너무 그냥 이거 그냥 거의 약간 기술적인 차가워 이거는 자연스러운 차가운 맞아 그래서 약간 호불호가 있어요. 
자연스러운 차가움을 좋아하시는 분들은 인견을 되게 많이 쓰시고 그다음에 아이싱 같은 경우에는 소재 자체가 시원한 거라 위에 표면이 시원해요. 
근데 인견은 안에 에어매시가 들어 있어서"
117,43:35,"소재는 서늘한데 밑으로 공기 통풍이 되면서 선선한 느낌이 드는 거기 때문에 오히려 신생아들 이렇게 가만히 누워 있는 애들 그런 애들은 너무 좋죠. 
왜 가만히 누워 있어도 밑으로 공기가 계속 통하기 때문에 근데 iising은 딱 누우면은 그 촉감 자체가 너무너무 시원하지만 통기성은 얘보다 떨어져요. 
인경 쿨레트는 소재 자체는 서늘한 느낌이지만 통기가 계속되기 때문에"
118,44:01,"그 서늘한 느낌을 계속 받아볼 수가 있어서 나는 그러니까 통기성을 선택할래 아니면 그냥 차가운 걸 선택할래라고 약간 그런 차이로 그런 차이로 봐주시면 좋을 것 같아요. 
네 소미랑 라텍스 제발 골라주세요. 베개요 저는 사실 개인적으로 라텍스 추천합니다. 
왜냐하면 저희 딸이 라텍스 베개 애착 베개를 너무너무 잘 쓰고 있어서 또 저희가 라텍스 베개가 이제 천연 고무 100%로 해서 굉장히 말카할만큼 좋거든요."
119,44:29,"그래서 라텍스 베개는 이렇게 저희가 준비를 해놨으니까 돌전하기는 베개 위 베개 뭐 써야 하나요. 
돌 전화기는 비비필로 쓰시면 됩니다. 
비비 필로우 짱구 베개 쓰시면 돼요 비비필로 비비 필로우도 오늘 특가로 구매하실 수 있고 비비 필로우는 이렇게 오픈하시면 안에가 다 통 매시로만 되어 있어요."
120,44:56,이 안에 이렇게 두꺼운데 이 안에는 보통은 위아래만 매시로 위아래에 매시로 만들고 안에다 솜이나 이런 걸 넣더라고요 근데 왜냐하면 메시가 비싸 맞아 메시가 비싸 근데 저희는 이 안에 3중 4중 구조가 전부 다 다 매시로만 되어 있어서 계속 통풍이 되는 거라고 보시면 되고 여기 이제 짱구백에 사용하실 수 있기 때문에 요거를 인견에다 씌우면
121,45:22,"안 그래도 이게 통풍이 너무 잘 되는데 에어매인데 인견으로 딱 씌우면 너무 좋지 그래서 돌 전에 아가들에게 추천을 할게요 네 디자인 다 예뻐요. 
지금 지브라 지브라를 한번 보여드리고 있어요. 
지브랑 지브라는 제 추천은 저 그레이 체크 블랭킷이랑도 너무 잘 어울리니까"
122,45:49,"한번 난리가 났네 이렇게도 올리지 이렇게도 너무 어울려 너무 어울려 어떻게 이렇게 색감을 잘 맞춰놨는지 그쵸 설명 고맙습니다. 
감사합니다. 믿고 쓰는 비비엔다 감사해요. 
디자인은 이렇게 그레이 체크에 집으라도 너무 예쁩니다. 
여러분 비비엔다 대박이네요. 감사해요."
123,46:18,"믹스 매치 맛집이네 감사합니다. 개인 매치 네 이제 46분 정도 돼 가지고 커피 쿠폰 한 잔 더 갖고 갈게요. 
커피 지금부터 라방 기다린 보람 있네요. 
감사해요. 네 일하느라 바빠서 선착순 블랙킷 놓쳤어요. 
하유정 님 그래도 오늘 제가 아까 말씀드렸지만 오늘 산착순 2천 원 추가 할인 쿠폰은 오늘만 있는 쿠폰이기 때문에"
124,46:48,"가져가셔도 좋을 것 같아요. 제가 커피 한 모금 마시고 여러분께 커피를 쏴드리도록 하겠습니다. 
이번에 첫 번째 하겠습니다. 첫 번째 첫 번째 위에서부터 밑에서부터 첫 번째니까 여러분들이 지금부터 아무 말도 아까 우리 아기한테 근데 이거 이거 쓰는 거 어디 갔지 어디 갔지 잊어버렸네"
125,47:13,"아무말 대잔치로 올려주시기 바래요 커피 주세요. 
커피 커피 네 아이스 모양 이모티도 센스 있으시다 저여줘요. 
저요 하트 네 감사해요. 커피 커피 커피 당첨 가자 네 제가 하나 둘 셋 하면 밑에서 첫 번째 우리 예비 다둥이만 유리 실장님이 캡처를 해서 보여주실게요 하나 둘"
126,47:41,"나연아 나연아 되시길 셋 이건 근데 진짜 어떻게 뽑히는 거야 주세요. 
주세요. 어 아이디가 뭐예요. 누구지 2 미현 님"
127,47:59,2
128,48:10,"여러분 이제 저희가 50분 넘으면 구매 인증 당첨할게요. 
그래서 구매하신 분들 구매했어요. 구매했어요라고 남겨주시면 한 분 추첨해서 비비엔다 10만 원 상품권 드릴게요 고맙습니다. 
투미아 님 축하드려요. 싸서 하나 더 사야 되나 고민되네요. 
오늘 진짜 가격 너무 좋죠."
129,48:35,"구매 인증 이벤트 노래하겠어요. 기주 님 네 오늘 그래서 구매 인증 이벤트 구매 인증 이벤트는 50분에 마감하고 1 분 추천해가지고 드릴게요. 
다른 컬러도 보여드릴까요. 네 다른 컬러 한 번 더 보여드릴게요 이제 체크가 저희가 옐로우 체크"
130,48:59,"또 있는데 이거 아까 설명 안 드렸는데 라인 지금 저희가 인견 쿨매트 이제 보시면 인견이 이제 쓰시다 보면 물에 물과 마찰이 굉장히 약한 소재예요. 
인견은 나무 펄프에서 뽑아낸 소재잖아요. 
여러분 나무가 물에 젖으면 어떻게 되나요."
131,49:28,"바스라지잖아요. 그래서 나무가 물에 젖으면 약해지는 것처럼 인견 소재도 물과 마찰이 되게 약해요. 
그래서 보면 인간 소재는 많이 빨다 보면 해져요. 
해지고 그러니까 소재가 헤져요. 그냥 빵끈하고 헤지거든요. 
그리고 표면이 막 일어나듯이 헤져요. 
그러니까 인견 소재는 다른 소재보다 너무 시원하고 촉감이 너무 좋지만 수명이 약한 편이에요."
132,49:52,수명이 약한 편인데 저희가 인경 코멘트 그래도 싸지 않은 가격에 저희가 이제 핫들 같은 거 할 때는 그래도 가격이 좀 가성비가 좋지만 그래도 컴퓨터 하나에 5만 원 10만 원 주고 사면 비싼 제품인데 오래오래 쓰시라고 이게 이제 저희가 세탁을 테스트를 해보니까 보니까 여기 테두리에 인견을 쓰면 빨리 해져요.
133,50:15,"여기 테두리가 다 달아져요. 어쩔 수가 없더라고요 어쩔 수가 없어요. 
인견이라 근데 저희는 그걸 감안을 해서 세탁 테스트를 저희가 보통 제품이 나올 때 10번 20번씩 돌려봐요 때로는 진짜 1회 테스트도 해보자라고 할 정도로 세탁 테스트에 정말 진심으로 저희가 다 해보는 브랜드인데 그래서 그런 테스트를 통해서"
134,50:36,"이 테두리 마감은 다 숙면으로 해놨습니다. 
그래서 인견보다는 보통 대부분 아마 인견으로 만든 제품은 이게 왜냐면 소재를 바꿔서 만드는 게 또 되게 번거롭고 제작 효율이 안 나고 원가가 비싸지기 때문에 그런 건데 저희는 그래도 오래 쓰시라고 이 테두리 부분을 다 순만 바이어스 압박감으로 해가지고 해놨기 때문에 구매를 해보시면 보통 인견으로 된 제품들 여기 해져서 못 쓰는 제품 많은데 저희는 여기 부분 다 숙면으로 마감 처리를 해놨어요. 
네"
135,51:09,"추가 구매하려는데 배송비 발송해요. 보장 안 되나요. 
합포장 원하시는 분들은 전에 주문하셨던 거 취소 아예 하시고 재주문해 주셔야 돼요 죄송해요. 
왜냐면 네이버가 참 불편한 게 저희가 오늘 이거 하나 사고 더 사서 이거 배송비 안 나오게 합포장 우리가 이렇게 해줄 수 있는 시스템이 있으면 좋은데 없어요. 
그게 없어서 여러분이 전에 주문했던 걸 취소해버리고 다시 주문해 주셔야 돼요"
136,51:33,구매 인증 계속 올라오시고 계는데 잠시 후에 10만 원
137,51:39,어
138,51:40,"예측은 써드 드릴게요 그래서 저희는 인형 쿨매트 숙면 다이어스 감으로 튼튼하게 만들었다. 
그것도 한번 기억해 주시면 좋을 것 같아요. 
이번에 블루 체크 보여드릴까요. 네 블루 체크 사실 블루 체크 이런 거는 다른 디자인에서는 인기가 좋은 디자인이 아닌데 인견에서는 인기가 좋더라고요 왜냐면 이제 시원한 거"
139,52:06,시원한 느낌을 원하시니까 이거는 이제 민티 블루라고 해서 저희가 민트 색과 블루 색을 약간 섞어놓은 듯한 굉장히 시원한 느낌이라고 봐주시면 될 것 같고 요 민티 블루랑 세트로 쓰실 수 있는 거는 민티 블루 블랭킷도 있고 여기 보시면 쁘띠 팜이라 그래가지고
140,52:28,"여기 야자수가 총총총 박힌 세트 디자인도 또 있어서 요렇게 쓰셔도 되고 믹스 매치로 요렇게 쓰셔도 너무 예쁩니다. 
요렇게 진짜 시원해 보인다. 진짜 시원해 보이죠. 
여름은 여름만의 어떤 그런 시원한 느낌을 없나 봐 베개가 요 끝집함이 끝집함이 있어요. 
우리"
141,52:54,"여기 있다. 이렇게 다 이쁘네요. 감사해요. 
시원하죠. 10만 원 받아서 아이싱 사고 싶어요. 
미림 당첨되시길 바랍니다. 제발 이렇게 10만 원 당첨되시면 구매 인증 하시고 10만 원 당첨되시면 아이싱 사세요. 
진짜로 두 개 다 써보시면 너무 좋을 것 같아요. 
네 구매 인증 결핍 반장님 네 요렇게"
142,53:18,"엄박것도 바꾸고 싶네요. 저희가 디자인이 아기 거라고 그래서 막 유치하고 이런 디자인이 아니라서 좋아하시는 분들이 굉장히 많고 그래도 애기 감성을 잃지 않지만 깔끔하고 예쁜 디자인이 굉장히 많아요. 
네 비비엔다 첫 입문했는데 편안한 잠자리 만들어주고 싶어요. 
리코스는 비비엔다 감사합니다. 네 슈퍼 싱글 사용품 퀸 사이즈는 아까 20분 정도에 다 끝났습니다. 
아이싱 언제 라방이야 다음 주 화요일"
143,53:45,"네 지금 100번 말했나요. 다음 주 다음 주 화요일 12시 낮 12시 여러분 그때 다 들오세요. 
꼭 들어오세요. 네 감사해요. 디자인 이제 하나 넣었나요. 
마지막 마지막은 그레이 체크고요. 그건 아빠들이 많이 탐내시던데 근데 우리 직원들도 아빠들한테 선물 그니까 친정 아빠 선물로"
144,54:10,"여름 이불 하시는 분들 다 그릴 체크하시더라 근데 이거 진짜 오랜만에 또 인견을 느껴보는데 저희가 인견에 이제 겨울이나 이럴 때 방송 안 하다가 여름 돼서 이제 근데 진짜 시원하다 좋네 너무 좋네 인견 요게 그레이 체크고요. 
그레이 베개에다가 그레이 블 요렇게 해도 너무 좋고"
145,54:38,"또다시 저희는 믹스 매치를 준비해놨죠. 
요거예요. 요거 그래서 이거는 이거 진짜 우리 야심작이었는데 디자인이 너무 예쁘게 이거는 그레이 도트 그레이 도트는 하얀색 바탕에 그레이 요 동글뱅이랑 별 모양이 있어가지고 굉장히 깔끔한 디자인이고 그레이 체크로 패드나 매트 하시는 분들은 이불이랑 베개를 이렇게 하시면 너무"
146,55:03,네
147,55:07,"양면은 아니네요. 인견 패드는 양면이 맞고요 인견 콜레트는 뒤에 미끄럼 방지가 돼 있기 때문에 양면이 아닙니다. 
이렇게 킹 사이즈 있으면 정말 좋겠어요. 
저희가 킹 사이즈가 진짜 무늬가 많은데 퀸 사이즈까지 만들기도 공장이 너무 풀 가동이라서 킹 사이즈를 엄두를 못 내고 있어요. 
공장이 확장이 좀 더 되면 퀸 사이즈는 꼭"
148,55:33,"도전을 해볼 만한 사이즈라고 생각이 드는 것 같아요. 
베개 설명하시는 거 듣고 세트로 다시 주문했어요. 
감사합니다. 어떤 게 더 시원한가요 캔 님 어떤 거랑 인견 쿨 매트랑 인견 패드 인견 쿨매트는 안에 에어 매시가 들어 있어서 공기 통풍이 밑으로 계속 되기 때문에 선선한 느낌이 계속 유지가 되실 거예요. 
계속 유지가 되실 거고"
149,55:57,"그리고 인견 패드는 안에 솜이 들어 있기 때문에 아무래도 그런 인견 소재 자체는 시원해요. 
똑같이 시원해요. 근데 쿨레트처럼 그런 통풍되는 느낌은 못 받으실 거예요. 
네 더 시원한 건 쿨레트 근데 더 빨기 쉽고 가성비 좋고 뒤에 수면이 있기 때문에 양면 쓸 수 있는 건 인견 패드 그렇게 봐주시면 될 것 같아요. 
네 이거 울코스 세탁하면 돼요 울코스로 세탁기 돌리시면 되세요."
150,56:23,"마지막으로 이제 그래도 인기가 제일 좋은 젤리곰을 깔아놓고 이제 구매 인증 이벤트 당첨자 발표할게요 우리 구매 인증 이벤트 10만 원 상품권 당첨되실 분 발표할게요 됐나요. 
네 여러분 여기 지금 뒷면에 있거든요. 
두그두그두그두그두그 네. 구매 인증 이벤트 당첨자 10만 원"
